"Step","Name: olmo2_1b_step10000_omigsm8k_n32 - critic/rewards/mean","Name: olmo2_1b_step10000_omigsm8k_n32 - critic/rewards/mean__MIN","Name: olmo2_1b_step10000_omigsm8k_n32 - critic/rewards/mean__MAX","Name: olmo2_1b_step14000_omigsm8k_n32 - critic/rewards/mean","Name: olmo2_1b_step14000_omigsm8k_n32 - critic/rewards/mean__MIN","Name: olmo2_1b_step14000_omigsm8k_n32 - critic/rewards/mean__MAX","Name: olmo2_1b_step5000_omigsm8k_n32 - critic/rewards/mean","Name: olmo2_1b_step5000_omigsm8k_n32 - critic/rewards/mean__MIN","Name: olmo2_1b_step5000_omigsm8k_n32 - critic/rewards/mean__MAX","Name: olmo2_1b_step7000_omigsm8k_n32 - critic/rewards/mean","Name: olmo2_1b_step7000_omigsm8k_n32 - critic/rewards/mean__MIN","Name: olmo2_1b_step7000_omigsm8k_n32 - critic/rewards/mean__MAX","Name: olmo2_1b_step6000_omigsm8k_n32 - critic/rewards/mean","Name: olmo2_1b_step6000_omigsm8k_n32 - critic/rewards/mean__MIN","Name: olmo2_1b_step6000_omigsm8k_n32 - critic/rewards/mean__MAX","Name: olmo2_1b_step22000_omigsm8k_n32 - critic/rewards/mean","Name: olmo2_1b_step22000_omigsm8k_n32 - critic/rewards/mean__MIN","Name: olmo2_1b_step22000_omigsm8k_n32 - critic/rewards/mean__MAX","Name: olmo2_1b_step3000_omigsm8k_n32 - critic/rewards/mean","Name: olmo2_1b_step3000_omigsm8k_n32 - critic/rewards/mean__MIN","Name: olmo2_1b_step3000_omigsm8k_n32 - critic/rewards/mean__MAX","Name: olmo2_1b_step2000_omigsm8k_n32 - critic/rewards/mean","Name: olmo2_1b_step2000_omigsm8k_n32 - critic/rewards/mean__MIN","Name: olmo2_1b_step2000_omigsm8k_n32 - critic/rewards/mean__MAX","Name: olmo2_1b_step1000_omigsm8k_n32 - critic/rewards/mean","Name: olmo2_1b_step1000_omigsm8k_n32 - critic/rewards/mean__MIN","Name: olmo2_1b_step1000_omigsm8k_n32 - critic/rewards/mean__MAX"
"11","0.030029296875","0.030029296875","0.030029296875","0.0662841796875","0.0662841796875","0.0662841796875","0.0093994140625","0.0093994140625","0.0093994140625","0.01361083984375","0.01361083984375","0.01361083984375","0.00677490234375","0.00677490234375","0.00677490234375","0.11981201171875","0.11981201171875","0.11981201171875","0.00482177734375","0.00482177734375","0.00482177734375","0.00482177734375","0.00482177734375","0.00482177734375","0.00323486328125","0.00323486328125","0.00323486328125"
"12","0.035400390625","0.035400390625","0.035400390625","0.08184814453125","0.08184814453125","0.08184814453125","0.01025390625","0.01025390625","0.01025390625","0.01422119140625","0.01422119140625","0.01422119140625","0.0078125","0.0078125","0.0078125","0.1483154296875","0.1483154296875","0.1483154296875","0.007568359375","0.007568359375","0.007568359375","0.00482177734375","0.00482177734375","0.00482177734375","0.00341796875","0.00341796875","0.00341796875"
"13","0.04443359375","0.04443359375","0.04443359375","0.0968017578125","0.0968017578125","0.0968017578125","0.01373291015625","0.01373291015625","0.01373291015625","0.01519775390625","0.01519775390625","0.01519775390625","0.009033203125","0.009033203125","0.009033203125","0.17572021484375","0.17572021484375","0.17572021484375","0.0089111328125","0.0089111328125","0.0089111328125","0.0057373046875","0.0057373046875","0.0057373046875","0.00384521484375","0.00384521484375","0.00384521484375"
"14","0.05584716796875","0.05584716796875","0.05584716796875","0.11981201171875","0.11981201171875","0.11981201171875","0.01812744140625","0.01812744140625","0.01812744140625","0.01922607421875","0.01922607421875","0.01922607421875","0.0118408203125","0.0118408203125","0.0118408203125","0.1927490234375","0.1927490234375","0.1927490234375","0.01263427734375","0.01263427734375","0.01263427734375","0.0078125","0.0078125","0.0078125","0.00628662109375","0.00628662109375","0.00628662109375"
"15","0.0516357421875","0.0516357421875","0.0516357421875","0.11187744140625","0.11187744140625","0.11187744140625","0.010986328125","0.010986328125","0.010986328125","0.01806640625","0.01806640625","0.01806640625","0.0106201171875","0.0106201171875","0.0106201171875","0.1864013671875","0.1864013671875","0.1864013671875","0.00872802734375","0.00872802734375","0.00872802734375","0.00726318359375","0.00726318359375","0.00726318359375","0.00494384765625","0.00494384765625","0.00494384765625"
"16","0.06353759765625","0.06353759765625","0.06353759765625","0.1329345703125","0.1329345703125","0.1329345703125","0.0169677734375","0.0169677734375","0.0169677734375","0.0234375","0.0234375","0.0234375","0.0118408203125","0.0118408203125","0.0118408203125","0.21337890625","0.21337890625","0.21337890625","0.01446533203125","0.01446533203125","0.01446533203125","0.00738525390625","0.00738525390625","0.00738525390625","0.00689697265625","0.00689697265625","0.00689697265625"
"17","0.0736083984375","0.0736083984375","0.0736083984375","0.14398193359375","0.14398193359375","0.14398193359375","0.0201416015625","0.0201416015625","0.0201416015625","0.0213623046875","0.0213623046875","0.0213623046875","0.01318359375","0.01318359375","0.01318359375","0.23870849609375","0.23870849609375","0.23870849609375","0.019287109375","0.019287109375","0.019287109375","0.00927734375","0.00927734375","0.00927734375","0.009033203125","0.009033203125","0.009033203125"
"18","0.09161376953125","0.09161376953125","0.09161376953125","0.166015625","0.166015625","0.166015625","0.021240234375","0.021240234375","0.021240234375","0.02764892578125","0.02764892578125","0.02764892578125","0.01531982421875","0.01531982421875","0.01531982421875","0.2550048828125","0.2550048828125","0.2550048828125","0.01531982421875","0.01531982421875","0.01531982421875","0.00872802734375","0.00872802734375","0.00872802734375","0.0098876953125","0.0098876953125","0.0098876953125"
"19","0.07281494140625","0.07281494140625","0.07281494140625","0.13720703125","0.13720703125","0.13720703125","0.02117919921875","0.02117919921875","0.02117919921875","0.0201416015625","0.0201416015625","0.0201416015625","0.01446533203125","0.01446533203125","0.01446533203125","0.232421875","0.232421875","0.232421875","0.01849365234375","0.01849365234375","0.01849365234375","0.00994873046875","0.00994873046875","0.00994873046875","0.009765625","0.009765625","0.009765625"
"20","0.09625244140625","0.09625244140625","0.09625244140625","0.16314697265625","0.16314697265625","0.16314697265625","0.018310546875","0.018310546875","0.018310546875","0.0279541015625","0.0279541015625","0.0279541015625","0.01708984375","0.01708984375","0.01708984375","0.25677490234375","0.25677490234375","0.25677490234375","0.01513671875","0.01513671875","0.01513671875","0.009521484375","0.009521484375","0.009521484375","0.00775146484375","0.00775146484375","0.00775146484375"
"21","0.10626220703125","0.10626220703125","0.10626220703125","0.17547607421875","0.17547607421875","0.17547607421875","0.02301025390625","0.02301025390625","0.02301025390625","0.02862548828125","0.02862548828125","0.02862548828125","0.01654052734375","0.01654052734375","0.01654052734375","0.2667236328125","0.2667236328125","0.2667236328125","0.01666259765625","0.01666259765625","0.01666259765625","0.00848388671875","0.00848388671875","0.00848388671875","0.0113525390625","0.0113525390625","0.0113525390625"
"22","0.13092041015625","0.13092041015625","0.13092041015625","0.20501708984375","0.20501708984375","0.20501708984375","0.02777099609375","0.02777099609375","0.02777099609375","0.0390625","0.0390625","0.0390625","0.0230712890625","0.0230712890625","0.0230712890625","0.30401611328125","0.30401611328125","0.30401611328125","0.0206298828125","0.0206298828125","0.0206298828125","0.010986328125","0.010986328125","0.010986328125","0.01214599609375","0.01214599609375","0.01214599609375"
"23","0.112548828125","0.112548828125","0.112548828125","0.18597412109375","0.18597412109375","0.18597412109375","0.02362060546875","0.02362060546875","0.02362060546875","0.02996826171875","0.02996826171875","0.02996826171875","0.01983642578125","0.01983642578125","0.01983642578125","0.2955322265625","0.2955322265625","0.2955322265625","0.01995849609375","0.01995849609375","0.01995849609375","0.0126953125","0.0126953125","0.0126953125","0.0133056640625","0.0133056640625","0.0133056640625"
"24","0.1143798828125","0.1143798828125","0.1143798828125","0.18499755859375","0.18499755859375","0.18499755859375","0.02374267578125","0.02374267578125","0.02374267578125","0.0313720703125","0.0313720703125","0.0313720703125","0.023681640625","0.023681640625","0.023681640625","0.2822265625","0.2822265625","0.2822265625","0.01971435546875","0.01971435546875","0.01971435546875","0.01214599609375","0.01214599609375","0.01214599609375","0.01239013671875","0.01239013671875","0.01239013671875"
"25","0.1392822265625","0.1392822265625","0.1392822265625","0.20989990234375","0.20989990234375","0.20989990234375","0.0235595703125","0.0235595703125","0.0235595703125","0.03515625","0.03515625","0.03515625","0.02587890625","0.02587890625","0.02587890625","0.32275390625","0.32275390625","0.32275390625","0.0164794921875","0.0164794921875","0.0164794921875","0.0091552734375","0.0091552734375","0.0091552734375","0.01336669921875","0.01336669921875","0.01336669921875"
"26","0.14141845703125","0.14141845703125","0.14141845703125","0.2083740234375","0.2083740234375","0.2083740234375","0.02685546875","0.02685546875","0.02685546875","0.04443359375","0.04443359375","0.04443359375","0.031494140625","0.031494140625","0.031494140625","0.32037353515625","0.32037353515625","0.32037353515625","0.01922607421875","0.01922607421875","0.01922607421875","0.01171875","0.01171875","0.01171875","0.0125732421875","0.0125732421875","0.0125732421875"
"27","0.1395263671875","0.1395263671875","0.1395263671875","0.20648193359375","0.20648193359375","0.20648193359375","0.023681640625","0.023681640625","0.023681640625","0.04705810546875","0.04705810546875","0.04705810546875","0.02923583984375","0.02923583984375","0.02923583984375","0.31939697265625","0.31939697265625","0.31939697265625","0.0169677734375","0.0169677734375","0.0169677734375","0.01007080078125","0.01007080078125","0.01007080078125","0.0108642578125","0.0108642578125","0.0108642578125"
"28","0.1650390625","0.1650390625","0.1650390625","0.23980712890625","0.23980712890625","0.23980712890625","0.02508544921875","0.02508544921875","0.02508544921875","0.04974365234375","0.04974365234375","0.04974365234375","0.03607177734375","0.03607177734375","0.03607177734375","0.35076904296875","0.35076904296875","0.35076904296875","0.01806640625","0.01806640625","0.01806640625","0.01123046875","0.01123046875","0.01123046875","0.012451171875","0.012451171875","0.012451171875"
"29","0.15655517578125","0.15655517578125","0.15655517578125","0.22760009765625","0.22760009765625","0.22760009765625","0.024658203125","0.024658203125","0.024658203125","0.05059814453125","0.05059814453125","0.05059814453125","0.03802490234375","0.03802490234375","0.03802490234375","0.32305908203125","0.32305908203125","0.32305908203125","0.017578125","0.017578125","0.017578125","0.01092529296875","0.01092529296875","0.01092529296875","0.01220703125","0.01220703125","0.01220703125"
"30","0.16827392578125","0.16827392578125","0.16827392578125","0.23492431640625","0.23492431640625","0.23492431640625","0.019775390625","0.019775390625","0.019775390625","0.052978515625","0.052978515625","0.052978515625","0.04010009765625","0.04010009765625","0.04010009765625","0.32757568359375","0.32757568359375","0.32757568359375","0.01416015625","0.01416015625","0.01416015625","0.01019287109375","0.01019287109375","0.01019287109375","0.01123046875","0.01123046875","0.01123046875"
"31","0.1668701171875","0.1668701171875","0.1668701171875","0.23516845703125","0.23516845703125","0.23516845703125","0.02984619140625","0.02984619140625","0.02984619140625","0.0555419921875","0.0555419921875","0.0555419921875","0.04595947265625","0.04595947265625","0.04595947265625","0.34210205078125","0.34210205078125","0.34210205078125","0.02252197265625","0.02252197265625","0.02252197265625","0.01385498046875","0.01385498046875","0.01385498046875","0.01373291015625","0.01373291015625","0.01373291015625"
"32","0.16864013671875","0.16864013671875","0.16864013671875","0.2403564453125","0.2403564453125","0.2403564453125","0.03045654296875","0.03045654296875","0.03045654296875","0.0545654296875","0.0545654296875","0.0545654296875","0.0487060546875","0.0487060546875","0.0487060546875","0.3466796875","0.3466796875","0.3466796875","0.0211181640625","0.0211181640625","0.0211181640625","0.01312255859375","0.01312255859375","0.01312255859375","0.01385498046875","0.01385498046875","0.01385498046875"
"33","0.18121337890625","0.18121337890625","0.18121337890625","0.25640869140625","0.25640869140625","0.25640869140625","0.0194091796875","0.0194091796875","0.0194091796875","0.05517578125","0.05517578125","0.05517578125","0.0521240234375","0.0521240234375","0.0521240234375","0.3587646484375","0.3587646484375","0.3587646484375","0.01702880859375","0.01702880859375","0.01702880859375","0.01116943359375","0.01116943359375","0.01116943359375","0.0152587890625","0.0152587890625","0.0152587890625"
"34","0.17041015625","0.17041015625","0.17041015625","0.255126953125","0.255126953125","0.255126953125","0.02947998046875","0.02947998046875","0.02947998046875","0.05902099609375","0.05902099609375","0.05902099609375","0.05621337890625","0.05621337890625","0.05621337890625","0.35784912109375","0.35784912109375","0.35784912109375","0.0196533203125","0.0196533203125","0.0196533203125","0.0115966796875","0.0115966796875","0.0115966796875","0.0140380859375","0.0140380859375","0.0140380859375"
"35","0.1937255859375","0.1937255859375","0.1937255859375","0.26708984375","0.26708984375","0.26708984375","0.0244140625","0.0244140625","0.0244140625","0.0701904296875","0.0701904296875","0.0701904296875","0.0621337890625","0.0621337890625","0.0621337890625","0.36407470703125","0.36407470703125","0.36407470703125","0.017578125","0.017578125","0.017578125","0.0115966796875","0.0115966796875","0.0115966796875","0.01361083984375","0.01361083984375","0.01361083984375"
"36","0.18707275390625","0.18707275390625","0.18707275390625","0.2640380859375","0.2640380859375","0.2640380859375","0.02545166015625","0.02545166015625","0.02545166015625","0.068359375","0.068359375","0.068359375","0.060791015625","0.060791015625","0.060791015625","0.349853515625","0.349853515625","0.349853515625","0.020263671875","0.020263671875","0.020263671875","0.014892578125","0.014892578125","0.014892578125","0.01495361328125","0.01495361328125","0.01495361328125"
"37","0.22308349609375","0.22308349609375","0.22308349609375","0.2945556640625","0.2945556640625","0.2945556640625","0.0247802734375","0.0247802734375","0.0247802734375","0.0946044921875","0.0946044921875","0.0946044921875","0.0819091796875","0.0819091796875","0.0819091796875","0.3873291015625","0.3873291015625","0.3873291015625","0.01806640625","0.01806640625","0.01806640625","0.01043701171875","0.01043701171875","0.01043701171875","0.0133056640625","0.0133056640625","0.0133056640625"
"38","0.2291259765625","0.2291259765625","0.2291259765625","0.31024169921875","0.31024169921875","0.31024169921875","0.02655029296875","0.02655029296875","0.02655029296875","0.0889892578125","0.0889892578125","0.0889892578125","0.08624267578125","0.08624267578125","0.08624267578125","0.425537109375","0.425537109375","0.425537109375","0.01971435546875","0.01971435546875","0.01971435546875","0.01171875","0.01171875","0.01171875","0.01397705078125","0.01397705078125","0.01397705078125"
"39","0.24407958984375","0.24407958984375","0.24407958984375","0.3240966796875","0.3240966796875","0.3240966796875","0.031494140625","0.031494140625","0.031494140625","0.09796142578125","0.09796142578125","0.09796142578125","0.092529296875","0.092529296875","0.092529296875","0.42034912109375","0.42034912109375","0.42034912109375","0.02484130859375","0.02484130859375","0.02484130859375","0.01214599609375","0.01214599609375","0.01214599609375","0.01239013671875","0.01239013671875","0.01239013671875"
"40","0.177978515625","0.177978515625","0.177978515625","0.24871826171875","0.24871826171875","0.24871826171875","0.0203857421875","0.0203857421875","0.0203857421875","0.072021484375","0.072021484375","0.072021484375","0.07049560546875","0.07049560546875","0.07049560546875","0.3553466796875","0.3553466796875","0.3553466796875","0.01666259765625","0.01666259765625","0.01666259765625","0.00872802734375","0.00872802734375","0.00872802734375","0.00909423828125","0.00909423828125","0.00909423828125"
"41","0.1903076171875","0.1903076171875","0.1903076171875","0.26385498046875","0.26385498046875","0.26385498046875","0.0238037109375","0.0238037109375","0.0238037109375","0.0810546875","0.0810546875","0.0810546875","0.08056640625","0.08056640625","0.08056640625","0.36102294921875","0.36102294921875","0.36102294921875","0.01727294921875","0.01727294921875","0.01727294921875","0.0125732421875","0.0125732421875","0.0125732421875","0.01177978515625","0.01177978515625","0.01177978515625"
"42","0.212646484375","0.212646484375","0.212646484375","0.283447265625","0.283447265625","0.283447265625","0.0313720703125","0.0313720703125","0.0313720703125","0.08062744140625","0.08062744140625","0.08062744140625","0.083251953125","0.083251953125","0.083251953125","0.39056396484375","0.39056396484375","0.39056396484375","0.02093505859375","0.02093505859375","0.02093505859375","0.01385498046875","0.01385498046875","0.01385498046875","0.0146484375","0.0146484375","0.0146484375"
"43","0.23724365234375","0.23724365234375","0.23724365234375","0.3280029296875","0.3280029296875","0.3280029296875","0.03265380859375","0.03265380859375","0.03265380859375","0.09893798828125","0.09893798828125","0.09893798828125","0.10491943359375","0.10491943359375","0.10491943359375","0.41558837890625","0.41558837890625","0.41558837890625","0.0238037109375","0.0238037109375","0.0238037109375","0.014892578125","0.014892578125","0.014892578125","0.01397705078125","0.01397705078125","0.01397705078125"
"44","0.2276611328125","0.2276611328125","0.2276611328125","0.3057861328125","0.3057861328125","0.3057861328125","0.03192138671875","0.03192138671875","0.03192138671875","0.10394287109375","0.10394287109375","0.10394287109375","0.10260009765625","0.10260009765625","0.10260009765625","0.403076171875","0.403076171875","0.403076171875","0.02056884765625","0.02056884765625","0.02056884765625","0.01409912109375","0.01409912109375","0.01409912109375","0.013427734375","0.013427734375","0.013427734375"
"45","0.22113037109375","0.22113037109375","0.22113037109375","0.3038330078125","0.3038330078125","0.3038330078125","0.0303955078125","0.0303955078125","0.0303955078125","0.09710693359375","0.09710693359375","0.09710693359375","0.10797119140625","0.10797119140625","0.10797119140625","0.3896484375","0.3896484375","0.3896484375","0.02215576171875","0.02215576171875","0.02215576171875","0.01324462890625","0.01324462890625","0.01324462890625","0.01275634765625","0.01275634765625","0.01275634765625"
"46","0.2149658203125","0.2149658203125","0.2149658203125","0.30340576171875","0.30340576171875","0.30340576171875","0.0245361328125","0.0245361328125","0.0245361328125","0.09564208984375","0.09564208984375","0.09564208984375","0.0966796875","0.0966796875","0.0966796875","0.39300537109375","0.39300537109375","0.39300537109375","0.02203369140625","0.02203369140625","0.02203369140625","0.01470947265625","0.01470947265625","0.01470947265625","0.016357421875","0.016357421875","0.016357421875"
"47","0.2186279296875","0.2186279296875","0.2186279296875","0.29345703125","0.29345703125","0.29345703125","0.031494140625","0.031494140625","0.031494140625","0.09417724609375","0.09417724609375","0.09417724609375","0.0989990234375","0.0989990234375","0.0989990234375","0.382568359375","0.382568359375","0.382568359375","0.02374267578125","0.02374267578125","0.02374267578125","0.01513671875","0.01513671875","0.01513671875","0.0145263671875","0.0145263671875","0.0145263671875"
"48","0.2303466796875","0.2303466796875","0.2303466796875","0.30169677734375","0.30169677734375","0.30169677734375","0.03155517578125","0.03155517578125","0.03155517578125","0.10931396484375","0.10931396484375","0.10931396484375","0.1158447265625","0.1158447265625","0.1158447265625","0.39892578125","0.39892578125","0.39892578125","0.028564453125","0.028564453125","0.028564453125","0.014892578125","0.014892578125","0.014892578125","0.01483154296875","0.01483154296875","0.01483154296875"
"49","0.25341796875","0.25341796875","0.25341796875","0.33099365234375","0.33099365234375","0.33099365234375","0.035400390625","0.035400390625","0.035400390625","0.11273193359375","0.11273193359375","0.11273193359375","0.123291015625","0.123291015625","0.123291015625","0.4322509765625","0.4322509765625","0.4322509765625","0.02813720703125","0.02813720703125","0.02813720703125","0.01885986328125","0.01885986328125","0.01885986328125","0.01806640625","0.01806640625","0.01806640625"
"50","0.221435546875","0.221435546875","0.221435546875","0.3026123046875","0.3026123046875","0.3026123046875","0.03167724609375","0.03167724609375","0.03167724609375","0.1038818359375","0.1038818359375","0.1038818359375","0.11163330078125","0.11163330078125","0.11163330078125","0.3973388671875","0.3973388671875","0.3973388671875","0.02313232421875","0.02313232421875","0.02313232421875","0.01666259765625","0.01666259765625","0.01666259765625","0.01434326171875","0.01434326171875","0.01434326171875"
"51","0.2034912109375","0.2034912109375","0.2034912109375","0.2884521484375","0.2884521484375","0.2884521484375","0.02630615234375","0.02630615234375","0.02630615234375","0.09161376953125","0.09161376953125","0.09161376953125","0.102294921875","0.102294921875","0.102294921875","0.38128662109375","0.38128662109375","0.38128662109375","0.02008056640625","0.02008056640625","0.02008056640625","0.01617431640625","0.01617431640625","0.01617431640625","0.013916015625","0.013916015625","0.013916015625"
"52","0.22705078125","0.22705078125","0.22705078125","0.30322265625","0.30322265625","0.30322265625","0.03228759765625","0.03228759765625","0.03228759765625","0.1082763671875","0.1082763671875","0.1082763671875","0.11700439453125","0.11700439453125","0.11700439453125","0.39208984375","0.39208984375","0.39208984375","0.02880859375","0.02880859375","0.02880859375","0.01739501953125","0.01739501953125","0.01739501953125","0.015869140625","0.015869140625","0.015869140625"
"53","0.21673583984375","0.21673583984375","0.21673583984375","0.305419921875","0.305419921875","0.305419921875","0.03643798828125","0.03643798828125","0.03643798828125","0.11279296875","0.11279296875","0.11279296875","0.1180419921875","0.1180419921875","0.1180419921875","0.40057373046875","0.40057373046875","0.40057373046875","0.02252197265625","0.02252197265625","0.02252197265625","0.0152587890625","0.0152587890625","0.0152587890625","0.01434326171875","0.01434326171875","0.01434326171875"
"54","0.24078369140625","0.24078369140625","0.24078369140625","0.319580078125","0.319580078125","0.319580078125","0.0328369140625","0.0328369140625","0.0328369140625","0.1082763671875","0.1082763671875","0.1082763671875","0.12542724609375","0.12542724609375","0.12542724609375","0.41583251953125","0.41583251953125","0.41583251953125","0.023681640625","0.023681640625","0.023681640625","0.01336669921875","0.01336669921875","0.01336669921875","0.0123291015625","0.0123291015625","0.0123291015625"
"55","0.24853515625","0.24853515625","0.24853515625","0.33203125","0.33203125","0.33203125","0.030517578125","0.030517578125","0.030517578125","0.12786865234375","0.12786865234375","0.12786865234375","0.12939453125","0.12939453125","0.12939453125","0.41705322265625","0.41705322265625","0.41705322265625","0.02337646484375","0.02337646484375","0.02337646484375","0.01861572265625","0.01861572265625","0.01861572265625","0.0179443359375","0.0179443359375","0.0179443359375"
"56","0.235107421875","0.235107421875","0.235107421875","0.30670166015625","0.30670166015625","0.30670166015625","0.0338134765625","0.0338134765625","0.0338134765625","0.11602783203125","0.11602783203125","0.11602783203125","0.12872314453125","0.12872314453125","0.12872314453125","0.39068603515625","0.39068603515625","0.39068603515625","0.0255126953125","0.0255126953125","0.0255126953125","0.01641845703125","0.01641845703125","0.01641845703125","0.01617431640625","0.01617431640625","0.01617431640625"
